# Long-horizon Mercury 1PN — apsis IAS15 side
# protocol: paper/notebooks/2026-05-13-mercury-1pn-long-horizon.md
# integrator: IAS15 (apsis), perturbation: PostNewtonian1PN::for_units(UnitSystem::solar_canonical())
# units: canonical Hénon (G = 1)
# a=0.387098, e=0.20563, m_mercury=1.660114e-7
# period=1.513251312931102266e0, dt0=1.000000000000000048e-4, n_orbits=4153
orbit,t,x,y,vx,vy,a_osc,e_osc,omega_osc
476,7.203118302585935453e2,3.074158058800127713e-1,7.838362097004147530e-3,-4.194130118418516739e-2,1.979557398927286105e0,3.870979024803464230e-1,2.056297998971561292e-1,2.389389817125452760e-4
477,7.218299571522913993e2,3.070857777921693899e-1,1.748425122196636469e-2,-9.343779242174604649e-2,1.977435474122536840e0,3.870979025325522183e-1,2.056298000801770609e-1,2.394273098834744410e-4
478,7.233426777058521111e2,3.071339283407137355e-1,1.643351375268454692e-2,-8.783072507475164770e-2,1.977745104703863888e0,3.870979025249230987e-1,2.056298000534326487e-1,2.399307931065552718e-4
479,7.248493352200943036e2,3.074834204862217368e-1,3.382495547363975012e-3,-1.814624043373301576e-2,1.979991600366326709e0,3.870979024697392412e-1,2.056297998599659893e-1,2.404512903083657585e-4
480,7.263620596246508967e2,3.074915202170940831e-1,2.338104094732873159e-3,-1.256878711851727726e-2,1.980043481936610617e0,3.870979024684884640e-1,2.056297998555795259e-1,2.409547680512430046e-4
481,7.278747552073278939e2,3.074968753919514186e-1,1.236642826208079636e-3,-6.686331671789072506e-3,1.980077674645225105e0,3.870979024676769464e-1,2.056297998527347182e-1,2.414583268625521660e-4
482,7.293874936507543225e2,3.074989143480325593e-1,2.205890219390217375e-4,-1.257050101204582049e-3,1.980090534664013191e0,3.870979024673911195e-1,2.056297998517324921e-1,2.419617653026150453e-4
483,7.309066207772717689e2,3.073090258590277513e-1,1.185172745718957206e-2,-6.337213504059904801e-2,1.978871028069337124e0,3.870979024972016624e-1,2.056297999562506640e-1,2.424472637814683662e-4
484,7.324198536214316846e2,3.073102261827727055e-1,1.181410875477634931e-2,-6.317170340539657314e-2,1.978878751847132023e0,3.870979024970108706e-1,2.056297999555820599e-1,2.429493130437029196e-4
485,7.339336964124373708e2,3.072710483590341268e-1,1.298342223533183529e-2,-6.941494040631192297e-2,1.978626861010747806e0,3.870979025032065812e-1,2.056297999773026297e-1,2.434496519210488212e-4
486,7.354517532290361714e2,3.068156520527117181e-1,2.248421200934367856e-2,-1.201157975097143643e-1,1.975698732990251782e0,3.870979025753493175e-1,2.056298002301845118e-1,2.439382032102265809e-4
487,7.369645069902128398e2,3.068741690362312147e-1,2.149997347748842241e-2,-1.148665241145134241e-1,1.976074964738025352e0,3.870979025660720718e-1,2.056298001976692436e-1,2.444415899546139421e-4
488,7.384772720392610381e2,3.069288332042858780e-1,2.053787995229166066e-2,-1.097346940777905316e-1,1.976426439818083303e0,3.870979025574065591e-1,2.056298001672963172e-1,2.449449459166741223e-4
489,7.399900390073712515e2,3.069807982633958598e-1,1.957944162487242068e-2,-1.046216637764910001e-1,1.976760571861467808e0,3.870979025491693148e-1,2.056298001384243290e-1,2.454482972057543092e-4
490,7.415027735012080257e2,3.070335098167797927e-1,1.855665325574209698e-2,-9.916466937955972782e-2,1.977099512569182593e0,3.870979025408152197e-1,2.056298001091416694e-1,2.459517399900477573e-4
491,7.430154892550141312e2,3.070851521650315163e-1,1.749718295547476876e-2,-9.350844382827537549e-2,1.977431584725708680e0,3.870979025326320988e-1,2.056298000804569481e-1,2.464552359291245689e-4
492,7.445282191368238500e2,3.071325198266620093e-1,1.646493742153517376e-2,-8.799985757332311198e-2,1.977736173163694877e0,3.870979025251278238e-1,2.056298000541513793e-1,2.469586930270715238e-4
493,7.460409541903541140e2,3.071765852687789455e-1,1.544275955202792545e-2,-8.254454535125600734e-2,1.978019527331507543e0,3.870979025181487398e-1,2.056298000296852835e-1,2.474621362774206057e-4
494,7.475536448790393251e2,3.072212409027640923e-1,1.433265333425129059e-2,-7.661950418718976863e-2,1.978306672107007502e0,3.870979025110781735e-1,2.056298000048992491e-1,2.479657044378333168e-4
495,7.490604757247111820e2,3.074953696442321860e-1,1.622714405286975565e-3,-8.749727762375328344e-3,1.980068092367459398e0,3.870979024679002678e-1,2.056297998535183691e-1,2.484857234835612582e-4
496,7.505840735500001983e2,3.068392081615432532e-1,2.209284840178907944e-2,-1.180309790682389642e-1,1.975850299377271968e0,3.870979025715978183e-1,2.056298002170363626e-1,2.489587160527398043e-4
497,7.520904629978425646e2,3.074007242396710748e-1,8.519527863182508806e-3,-4.558427221249848615e-2,1.979460570355629168e0,3.870979024827099213e-1,2.056297999054426395e-1,2.494799314417786205e-4
498,7.536090077049748288e2,3.070114703515565147e-1,1.899073761308202324e-2,-1.014822171803821532e-1,1.976957882758679785e0,3.870979025442952692e-1,2.056298001213402726e-1,2.499670939796698856e-4
499,7.551217801479281206e2,3.070589059344266958e-1,1.804343143933764826e-2,-9.642478680013918946e-2,1.977262898538105551e0,3.870979025367786153e-1,2.056298000949924321e-1,2.504704309949445733e-4
500,7.566285693366266969e2,3.074615225306451261e-1,5.255150095599139815e-3,-2.814963266563287603e-2,1.979851150382205383e0,3.870979024731489027e-1,2.056297998719214259e-1,2.509905501904193003e-4
501,7.581418589955774223e2,3.074604496718693625e-1,5.329995476419815623e-3,-2.854978404855987306e-2,1.979844265714029605e0,3.870979024733165463e-1,2.056297998725088172e-1,2.514924399557692141e-4
502,7.596616054243919507e2,3.070521467174813779e-1,1.818125944174501726e-2,-9.716160031532611319e-2,1.977219466914234003e0,3.870979025378449845e-1,2.056298000987303032e-1,2.519762237822390514e-4
503,7.611743142122309109e2,3.071033523246567420e-1,1.710736270524527980e-2,-9.143131792100818445e-2,1.977548725393311058e0,3.870979025297325848e-1,2.056298000702935225e-1,2.524797394802618072e-4
504,7.626869213035296298e2,3.071601065811775388e-1,1.583213098067795185e-2,-8.462595199256253697e-2,1.977913662695895303e0,3.870979025207439972e-1,2.056298000387835612e-1,2.529835407018928462e-4
505,7.641996438364202504e2,3.072034187495686908e-1,1.478507629816876515e-2,-7.903766310267186512e-2,1.978192164575814038e0,3.870979025138858720e-1,2.056298000147427085e-1,2.534870194026357963e-4
506,7.657064202920672642e2,3.074936807984905429e-1,1.967907962349446302e-3,-1.059625241351488945e-2,1.980057322611588955e0,3.870979024681541203e-1,2.056297998544084071e-1,2.540071895514660989e-4
507,7.672258809148555656e2,3.072241112205184033e-1,1.425814909908771147e-2,-7.622287909006605910e-2,1.978325228933220270e0,3.870979025106089932e-1,2.056298000032546203e-1,2.544917584148031543e-4
508,7.687386319360665539e2,3.072609588126493096e-1,1.326727927190056097e-2,-7.093369065304802601e-2,1.978562152979357558e0,3.870979025047782685e-1,2.056297999828139156e-1,2.549951581245879615e-4
509,7.702514088593777615e2,3.072934535139950074e-1,1.232754726393713723e-2,-6.591715822347249398e-2,1.978771079676947098e0,3.870979024996387685e-1,2.056297999647953845e-1,2.554984856730327142e-4
510,7.717641346109588767e2,3.073266682226536428e-1,1.128644167058462724e-2,-6.035911249347827856e-2,1.978984621184772807e0,3.870979024943884683e-1,2.056297999463879145e-1,2.560019571575885438e-4
511,7.732768423802527877e2,3.073579425238939233e-1,1.020961512443192484e-2,-5.461010503596082366e-2,1.979185668274682675e0,3.870979024894483089e-1,2.056297999290687128e-1,2.565054795436159962e-4
512,7.747895857701615796e2,3.073843417197105188e-1,9.203157809549618318e-3,-4.923669449338229087e-2,1.979355354564443781e0,3.870979024852820305e-1,2.056297999144618416e-1,2.570089023849460937e-4
513,7.763023175070312618e2,3.074085191710996812e-1,8.173580605741352645e-3,-4.373939743886078035e-2,1.979510734254127380e0,3.870979024814708014e-1,2.056297999010993360e-1,2.575123582774313741e-4
514,7.778150466998700949e2,3.074299346780517972e-1,7.138917405896979054e-3,-3.821455008848462231e-2,1.979648332817258272e0,3.870979024780998312e-1,2.056297998892803736e-1,2.580158216283148114e-4
515,7.793334104752500480e2,3.070965129501653235e-1,1.725400208617717743e-2,-9.221740929398758446e-2,1.977504861227849853e0,3.870979025307992871e-1,2.056298000740330034e-1,2.585034836630393487e-4
516,7.808404914187174199e2,3.074644729662308063e-1,5.042910232519546426e-3,-2.701869561826361621e-2,1.979870132934299587e0,3.870979024726807771e-1,2.056297998702802943e-1,2.590227875062171121e-4
517,7.823591556638344855e2,3.071634187157539220e-1,1.575440444106029209e-2,-8.421176661495036186e-2,1.977935071103143816e0,3.870979025202030965e-1,2.056298000368879941e-1,2.595095993098674647e-4
518,7.838719062725383537e2,3.072043000605353402e-1,1.476290035625506432e-2,-7.891985046598633258e-2,1.978197935726482726e0,3.870979025137312735e-1,2.056298000142006976e-1,2.600129993932313150e-4
519,7.853846258508430083e2,3.072448083714736655e-1,1.370985487206712559e-2,-7.329910289630367504e-2,1.978458394672119036e0,3.870979025073211233e-1,2.056297999917284236e-1,2.605164869798766956e-4
520,7.868973831805759573e2,3.072797623667935518e-1,1.273133863976542816e-2,-6.807600072044826811e-2,1.978683131957788444e0,3.870979025017923791e-1,2.056297999723459835e-1,2.610198692694515343e-4
521,7.884101278567952704e2,3.073129278370279049e-1,1.172769065954697328e-2,-6.271828568938261905e-2,1.978896357282334817e0,3.870979024965490733e-1,2.056297999539641042e-1,2.615232874912845184e-4
522,7.899228459760422538e2,3.073448955454817777e-1,1.067141155150544939e-2,-5.707904326537696638e-2,1.979101864513135745e0,3.870979024914988909e-1,2.056297999362583506e-1,2.620267806522382208e-4
523,7.914355259699740373e2,3.073758068134728183e-1,9.539580833823736380e-3,-5.103595641744008982e-2,1.979300555838362952e0,3.870979024866202378e-1,2.056297999191534220e-1,2.625303812371436560e-4
524,7.929482524220757114e2,3.074011605893030574e-1,8.500151999883780868e-3,-4.548302907204762602e-2,1.979463498534514310e0,3.870979024826227688e-1,2.056297999051381886e-1,2.630338518538785880e-4
525,7.944610201713933293e2,3.074219388974668843e-1,7.541850879186005364e-3,-4.036598383495675069e-2,1.979597009037816990e0,3.870979024793510526e-1,2.056297998936674754e-1,2.635372068558929776e-4
526,7.959789813793130406e2,3.071146607126584160e-1,1.686040938946796464e-2,-9.011653548785382439e-2,1.977621649250939084e0,3.870979025279108754e-1,2.056298000639074086e-1,2.640259974878049541e-4
527,7.974917277123852273e2,3.071588644846389160e-1,1.586058320661219712e-2,-8.478079411924055453e-2,1.977905874672329034e0,3.870979025209115854e-1,2.056298000393715353e-1,2.645294089147155660e-4
528,7.990044786175199079e2,3.072000074978317175e-1,1.486962783125716364e-2,-7.949212978438560673e-2,1.978170416791626751e0,3.870979025143990171e-1,2.056298000165415751e-1,2.650328081092914040e-4
529,8.005171904522226214e2,3.072413921449528296e-1,1.380124882857445938e-2,-7.378971927955585430e-2,1.978436505159970382e0,3.870979025078507552e-1,2.056297999935851051e-1,2.655363173416192099e-4
530,8.020299413434428288e2,3.072770300134091137e-1,1.281004641233376116e-2,-6.849869345042462754e-2,1.978665634780825799e0,3.870979025022144304e-1,2.056297999738250504e-1,2.660397176406528817e-4
531,8.035479261795280763e2,3.068345843258978856e-1,2.216890012990846079e-2,-1.184431833921867072e-1,1.975820995334403918e0,3.870979025722690037e-1,2.056298002193893970e-1,2.665284687900666412e-4
532,8.050605952941714349e2,3.069018117802539414e-1,2.101792741009804802e-2,-1.123010111687022944e-1,1.976253208128180505e0,3.870979025616157476e-1,2.056298001820499044e-1,2.670320922596789554e-4
533,8.065673762813576104e2,3.074075335701527689e-1,8.217802974344720970e-3,-4.397698968686419851e-2,1.979504489623233887e0,3.870979024816133540e-1,2.056297999015985756e-1,2.675522163121651768e-4
534,8.080857896022233717e2,3.070398108760634681e-1,1.842962469429847150e-2,-9.849207902384848889e-2,1.977140470284816542e0,3.870979025397526807e-1,2.056298001054170377e-1,2.680397447798295784e-4
535,8.095985241827964956e2,3.070893429671983643e-1,1.740680276553374997e-2,-9.303434913624045177e-2,1.977458949200469496e0,3.870979025319072897e-1,2.056298000779171187e-1,2.685431881188624407e-4
536,8.111112142193493355e2,3.071399422548159452e-1,1.629569083935622845e-2,-8.710504163832906432e-2,1.977784290689166946e0,3.870979025238950877e-1,2.056298000498310019e-1,2.690467568484453511e-4
537,8.126239823339070654e2,3.071808400502440417e-1,1.533882934649526131e-2,-8.199858660903554253e-2,1.978047253205993394e0,3.870979025174212107e-1,2.056298000271359894e-1,2.695501075911782281e-4
538,8.141310534489655311e2,3.074858386502793417e-1,3.105620322110981459e-3,-1.667789080457321438e-2,1.980007194263731396e0,3.870979024693502746e-1,2.056297998586031073e-1,2.700694477224157338e-4
539,8.156437830172101258e2,3.074931064824467652e-1,2.071468469959795826e-3,-1.115498625853612868e-2,1.980053688064239426e0,3.870979024682362213e-1,2.056297998546971761e-1,2.705729109866475651e-4
540,8.171620925427812381e2,3.073014544359585765e-1,1.208409359842146751e-2,-6.462216688776263596e-2,1.978822721877824931e0,3.870979024983443040e-1,2.056297999602577364e-1,2.710607071647187067e-4
541,8.186748152948051711e2,3.073341649554510724e-1,1.103703916559719590e-2,-5.903220053686494828e-2,1.979033000049986724e0,3.870979024931770485e-1,2.056297999421417000e-1,2.715641871738810669e-4
542,8.201875332486310981e2,3.073641740858440996e-1,9.980378443583409406e-3,-5.339060994338314103e-2,1.979225891224720257e0,3.870979024884405595e-1,2.056297999255356224e-1,2.720676810869454912e-4
543,8.217062142179046305e2,3.069186535553669049e-1,2.071894055973794863e-2,-1.107085763458056232e-1,1.976361610054308438e0,3.870979025589293965e-1,2.056298001726348246e-1,2.725544708723588922e-4
544,8.232189605287768472e2,3.069732699307398116e-1,1.971968093934760302e-2,-1.053779433208561489e-1,1.976712757378142005e0,3.870979025502763737e-1,2.056298001423054467e-1,2.730578797899344250e-4
545,8.247256389741324938e2,3.074378703396110635e-1,6.714446953858631620e-3,-3.595222810415087122e-2,1.979699420516639830e0,3.870979024768365084e-1,2.056297998848514996e-1,2.735783002468856920e-4
546,8.262383480040386985e2,3.074558272292010619e-1,5.639751056703754678e-3,-3.021339939255700269e-2,1.979814723313816582e0,3.870979024740210384e-1,2.056297998749802292e-1,2.740818206049021387e-4
547,8.277510169568970468e2,3.074716413874671872e-1,4.485670910962704337e-3,-2.405029398891275760e-2,1.979916206403706136e0,3.870979024715507921e-1,2.056297998663186299e-1,2.745854537715147086e-4
548,8.292637485951672716e2,3.074827211539298277e-1,3.455666109946834656e-3,-1.854963182919076858e-2,1.979987241992569480e0,3.870979024698297244e-1,2.056297998602840682e-1,2.750889110540274051e-4
549,8.307764580199529973e2,3.074912267683365119e-1,2.382190592271557494e-3,-1.281377817175474720e-2,1.980041688498480168e0,3.870979024685208825e-1,2.056297998556950724e-1,2.755924308754566926e-4
550,8.322949529052744992e2,3.072787213460537736e-1,1.276084872112860993e-2,-6.823739672823578295e-2,1.978676646948031470e0,3.870979025019271047e-1,2.056297999728182446e-1,2.760797081155786899e-4
551,8.338076897059074781e2,3.073124635599614463e-1,1.174166027663013472e-2,-6.279649858732060108e-2,1.978893563640766295e0,3.870979024965950366e-1,2.056297999541251142e-1,2.765831484156784062e-4
552,8.353197516808230603e2,3.073797015511489095e-1,9.386722950697845222e-3,-5.022297044746122652e-2,1.979325734593494479e0,3.870979024859845241e-1,2.056297999169252877e-1,2.770884827464645890e-4
553,8.368324910675993351e2,3.074040495195445311e-1,8.372282695908807998e-3,-4.480666146491435464e-2,1.979482193248097488e0,3.870979024821487591e-1,2.056297999034772117e-1,2.775919171062201686e-4
554,8.383452318360207300e2,3.074255674158907214e-1,7.360512100923181748e-3,-3.940430779485167012e-2,1.979620434563434728e0,3.870979024787638556e-1,2.056297998916090941e-1,2.780953479003942701e-4
555,8.398634614623255175e2,3.070985035124358942e-1,1.721005986357239045e-2,-9.198938302641296305e-2,1.977518035041122557e0,3.870979025304298049e-1,2.056298000727383724e-1,2.785833863740717333e-4
556,8.413761885789414237e2,3.071453173216375232e-1,1.617230076792791627e-2,-8.645122613868749806e-2,1.977819026027817229e0,3.870979025230189552e-1,2.056298000467603193e-1,2.790868514035216904e-4
557,8.428827011769441242e2,3.074880207131060472e-1,2.834659728608587750e-3,-1.523168508220967832e-2,1.980021192558709675e0,3.870979024690102133e-1,2.056297998574113106e-1,2.796077569904588909e-4
558,8.443954259955623911e2,3.074945792483491092e-1,1.791108252388220372e-3,-9.658498818188226975e-3,1.980063105230673415e0,3.870979024680112901e-1,2.056297998539086402e-1,2.801112336242086716e-4
559,8.459139955800537791e2,3.072937191364691345e-1,1.231796932120048961e-2,-6.587465532714673055e-2,1.978773121662487533e0,3.870979024995482298e-1,2.056297999644792207e-1,2.805982997684736743e-4
560,8.474322305648112206e2,3.068343768167615671e-1,2.217177417386091698e-2,-1.184616933843314623e-1,1.975820011797580156e0,3.870979025722506850e-1,2.056298002193266972e-1,2.810863494900991315e-4
561,8.489449622906072364e2,3.068945619479278020e-1,2.114394374497388998e-2,-1.129796035208410349e-1,1.976206932622406320e0,3.870979025627155345e-1,2.056298001859064029e-1,2.815897980462551140e-4
562,8.504577027822891750e2,3.069509527596775422e-1,2.013323067500902633e-2,-1.075882612159503871e-1,1.976569473414239830e0,3.870979025537826246e-1,2.056298001545965592e-1,2.820932229157025232e-4
563,8.519704297974084284e2,3.070059627353608489e-1,1.909573160336354089e-2,-1.020532034894121587e-1,1.976923146132601117e0,3.870979025450696498e-1,2.056298001240559614e-1,2.825966862222449648e-4
564,8.534774103167859494e2,3.074383420339512063e-1,6.687668604108215620e-3,-3.581330061841758727e-2,1.979702517905170600e0,3.870979024767524646e-1,2.056297998845579567e-1,2.831162622209276746e-4
565,8.549901265185031889e2,3.074560075427522632e-1,5.627748255167114994e-3,-3.015028886858918400e-2,1.979815937793389935e0,3.870979024739844565e-1,2.056297998748528033e-1,2.836197624431380129e-4
