# REBOUND parity — Pythagorean three-body (Burrau 1913) — REBOUND IAS15 side
# protocol: docs/experiments/2026-04-30-rebound-parity-pythagorean.md
# integrator: IAS15 (REBOUND)
# rebound_version: 4.6.0
# units: canonical (G = 1)
# masses=(3.0,4.0,5.0), horizon=7.000172558629316200e+01
# samples_per_t_unit=30, dt0=1.712500046072987919e-02
sample,t,x0,y0,vx0,vy0,x1,y1,vx1,vy1,x2,y2,vx2,vy2,e_total
1599,5.333643147656525940e+01,-3.002834432040382140e+00,-4.531624038357167983e+00,7.221974262837314862e-02,2.011093453692336386e-02,1.995345405079909096e+00,8.252596636743486647e-01,-1.161908612671826435e-01,-9.232484549952521546e-02,2.054243351604537471e-01,2.058766692074773363e+00,4.962084343672668735e-02,6.179331567746458587e-02,-1.281666666943274713e+01
1600,5.333643147656525940e+01,-3.002834432040382140e+00,-4.531624038357167983e+00,7.221974262837314862e-02,2.011093453692336386e-02,1.995345405079909096e+00,8.252596636743486647e-01,-1.161908612671826435e-01,-9.232484549952521546e-02,2.054243351604537471e-01,2.058766692074773363e+00,4.962084343672668735e-02,6.179331567746458587e-02,-1.281666666943274713e+01
1601,5.340348752067867366e+01,-2.997785690822259319e+00,-4.529964684713451817e+00,7.836455701826521014e-02,2.938337999004625792e-02,1.985509277993844135e+00,8.203333373472770917e-01,-1.772025150817752581e-01,-5.449524259765194112e-02,2.102639920984321897e-01,2.061712140950200833e+00,9.474327785446554073e-02,2.596616608409223204e-02,-1.281666666943274713e+01
1602,5.340348752067867366e+01,-2.997785690822259319e+00,-4.529964684713451817e+00,7.836455701826521014e-02,2.938337999004625792e-02,1.985509277993844135e+00,8.203333373472770917e-01,-1.772025150817752581e-01,-5.449524259765194112e-02,2.102639920984321897e-01,2.061712140950200833e+00,9.474327785446554073e-02,2.596616608409223204e-02,-1.281666666943274713e+01
1603,5.346336960232819280e+01,-2.992928532648007067e+00,-4.527956827593166089e+00,8.386119433619473873e-02,3.767982477136745667e-02,1.973260083888817462e+00,8.180984718491480789e-01,-2.319846409030134338e-01,-2.001518233719128126e-02,2.171490524779024767e-01,2.062295319076532518e+00,1.352709961206983724e-01,-6.595748993069014410e-03,-1.281666666943274713e+01
1604,5.351694363620951833e+01,-2.988303815055542767e+00,-4.525738989104761245e+00,8.878815043197793577e-02,4.511818551015603362e-02,1.959507607209225899e+00,8.178695067861838641e-01,-2.815214475127666427e-01,1.160692854343371543e-02,2.253762032660972525e-01,2.061147788033860895e+00,1.719442677510310269e-01,-3.635645414084215377e-02,-1.281666666943274890e+01
1605,5.351694363620951833e+01,-2.988303815055542767e+00,-4.525738989104761245e+00,8.878815043197793577e-02,4.511818551015603362e-02,1.959507607209225899e+00,8.178695067861838641e-01,-2.815214475127666427e-01,1.160692854343371543e-02,2.253762032660972525e-01,2.061147788033860895e+00,1.719442677510310269e-01,-3.635645414084215377e-02,-1.281666666943274890e+01
1606,5.356650734681692683e+01,-2.983789994172495685e+00,-4.523331904022309224e+00,9.335562607349319475e-02,5.201546506332414138e-02,1.944405067166275369e+00,8.191867684956686269e-01,-3.280247430961931721e-01,4.169621372174733831e-02,2.347499427706297714e-01,2.058649727616802316e+00,2.064064188328630922e-01,-6.456625001539392783e-02,-1.281666666943274713e+01
1607,5.361295376341654162e+01,-2.979354380614345654e+00,-4.520765568177673721e+00,9.764513737390972947e-02,5.849458833065273450e-02,1.928142443060882671e+00,8.217953022905725158e-01,-3.723944092922550908e-01,7.078638641852114111e-02,2.450986739200541054e-01,2.055023099074097637e+00,2.393284450094627092e-01,-9.172586213321011483e-02,-1.281666666943274535e+01
1608,5.361295376341654162e+01,-2.979354380614345654e+00,-4.520765568177673721e+00,9.764513737390972947e-02,5.849458833065273450e-02,1.928142443060882671e+00,8.217953022905725158e-01,-3.723944092922550908e-01,7.078638641852114111e-02,2.450986739200541054e-01,2.055023099074097637e+00,2.393284450094627092e-01,-9.172586213321011483e-02,-1.281666666943274535e+01
