# REBOUND parity — Kepler e=0.5 — apsis IAS15 side
# protocol: paper/notebooks/2026-04-25-rebound-parity-kepler.md
# integrator: IAS15 (apsis)
# units: canonical (G = 1)
# a=1, e=0.5, m_primary=1, m_secondary=1e-6
# period=6.283185307179586232e0, dt0=6.283185307179586614e-3, n_orbits=100
orbit,t,x0,y0,vx0,vy0,x1,y1,vx1,vy1,e_total
47,2.953115706235050766e2,-4.999772195641186799e-7,-5.781022002208105887e-9,1.335041433479091396e-8,-1.731971895543810725e-6,4.999772195641366546e-1,5.781022002160508995e-3,-1.335041433479093598e-2,1.731971895543810591e0,-5.000014999984999234e-7
48,3.016003104389089344e2,-4.998402580203526042e-7,-1.545456158959308285e-8,3.568513430642299761e-8,-1.731497532947793241e-6,4.998402580203701873e-1,1.545456158954430781e-2,-3.568513430642306083e-2,1.731497532947793072e0,-5.000014999984997117e-7
49,3.078896831452350966e2,-4.995410865692098534e-7,-2.621948062421039108e-8,6.052361255536614027e-8,-1.730461812433391138e-6,4.995410865692266889e-1,2.621948062415996317e-2,-6.052361255536621576e-2,1.730461812433390811e0,-5.000014999985001352e-7
50,3.141696085106075884e2,-4.997156831817608704e-7,-2.063162530015415708e-8,4.763322624633078621e-8,-1.731066184180197978e-6,4.997156831817772260e-1,2.063162530010181905e-2,-4.763322624633085922e-2,1.731066184180197753e0,-5.000014999984994999e-7
51,3.204495907775920500e2,-4.998466632895218279e-7,-1.514057755187603890e-8,3.496035785116742230e-8,-1.731519714528139446e-6,4.998466632895380846e-1,1.514057755182159765e-2,-3.496035785116745342e-2,1.731519714528139131e0,-5.000014999985005587e-7
52,3.267295962040874429e2,-4.999369209240316960e-7,-9.688420399155181056e-9,2.237307079290902460e-8,-1.731832308805024955e-6,4.999369209240476231e-1,9.688420399098639224e-3,-2.237307079290908052e-2,1.731832308805024701e0,-5.000014999984999234e-7
53,3.330094974033137873e2,-4.999885380505390774e-7,-4.054972491695881800e-9,9.364464550384902386e-9,-1.732011102627550124e-6,4.999885380505548760e-1,4.054972491637095187e-3,-9.364464550384948849e-3,1.732011102627549981e0,-5.000014999984992882e-7
54,3.392980787715025599e2,-4.998788087385589077e-7,-1.345457565324114504e-8,3.106829290881814873e-8,-1.731631039177667396e-6,4.998788087385744872e-1,1.345457565318046445e-2,-3.106829290881818473e-2,1.731631039177667253e0,-5.000014999984999234e-7
55,3.455870461400652403e2,-4.996306658024252390e-7,-2.351910205316762592e-8,5.429506808303202524e-8,-1.730771867455658332e-6,4.996306658024404768e-1,2.351910205310547494e-2,-5.429506808303208309e-2,1.730771867455658031e0,-5.000014999985003469e-7
56,3.518669195681439987e2,-4.997872895651387049e-7,-1.784043837386553995e-8,4.119202743043899055e-8,-1.731314112974381807e-6,4.997872895651535585e-1,1.784043837380189235e-2,-4.119202743043906545e-2,1.731314112974381647e0,-5.000014999984999234e-7
57,3.581555525055714497e2,-4.995016458834404128e-7,-2.732386845958811082e-8,6.307043453070724340e-8,-1.730325316447680960e-6,4.995016458834550810e-1,2.732386845952314638e-2,-6.307043453070726446e-2,1.730325316447680839e0,-5.000014999985001352e-7
58,3.644355667868800879e2,-4.996799909991633486e-7,-2.189031701015459950e-8,5.053742509727734429e-8,-1.730942617394897484e-6,4.996799909991779254e-1,2.189031701008827685e-2,-5.053742509727734977e-2,1.730942617394897409e0,-5.000014999985001352e-7
59,3.707155594985970879e2,-4.998197896885961364e-7,-1.641769492985661986e-8,3.790826777079022800e-8,-1.731426652593726439e-6,4.998197896886105163e-1,1.641769492978863501e-2,-3.790826777079028820e-2,1.731426652593726301e0,-5.000014999985003469e-7
60,3.769955754160343986e2,-4.999190651940900714e-7,-1.098394810447242093e-8,2.536432677507673675e-8,-1.731770463587108804e-6,4.999190651941043950e-1,1.098394810440294321e-2,-2.536432677507678701e-2,1.731770463587108733e0,-5.000014999985001352e-7
61,3.832754839385891614e2,-4.999803229026818053e-7,-5.363330434834319343e-9,1.238585594284083661e-8,-1.731982645378263673e-6,4.999803229026960616e-1,5.363330434763657721e-3,-1.238585594284084823e-2,1.731982645378263630e0,-5.000014999984997117e-7
62,3.895638059958981216e2,-4.998629040636947368e-7,-1.431361245580096109e-8,3.305139039683377893e-8,-1.731575957940356493e-6,4.998629040637090348e-1,1.431361245572928403e-2,-3.305139039683378799e-2,1.731575957940356458e0,-5.000014999984999234e-7
63,3.958438284100246278e2,-4.999468017711457992e-7,-8.890731301997272636e-9,2.053120301821753021e-8,-1.731866533118075896e-6,4.999468017711598544e-1,8.890731301923948324e-3,-2.053120301821757809e-2,1.731866533118075813e0,-5.000014999984999234e-7
64,4.021414578084325058e2,-4.992309854934601967e-7,-3.394593485539288832e-8,7.833465570231777738e-8,-1.729388907548348175e-6,4.992309854934738889e-1,3.394593485531818139e-2,-7.833465570231781805e-2,1.729388907548348175e0,-5.000014999984999234e-7
65,4.084213994163180246e2,-4.994620519678801195e-7,-2.838932542959318196e-8,6.552718689047328486e-8,-1.730188300989610705e-6,4.994620519678934500e-1,2.838932542951755691e-2,-6.552718689047334899e-2,1.730188300989610628e0,-5.000014999985005587e-7
66,4.147013612351259439e2,-4.996508887990526560e-7,-2.286535826993558793e-8,5.278693373457994322e-8,-1.730841871737780272e-6,4.996508887990656622e-1,2.286535826985892569e-2,-5.278693373458005766e-2,1.730841871737780036e0,-5.000014999985003469e-7
67,4.209812533655234006e2,-4.998018203285690564e-7,-1.721887356486880189e-8,3.975746568932792863e-8,-1.731364428389582410e-6,4.998018203285817251e-1,1.721887356479116088e-2,-3.975746568932798930e-2,1.731364428389582377e0,-5.000014999985003469e-7
68,4.272611828372303080e2,-4.999092377825991702e-7,-1.163558961052491936e-8,2.686884480965488263e-8,-1.731736426245391453e-6,4.999092377826112044e-1,1.163558961044642952e-2,-2.686884480965497091e-2,1.731736426245391369e0,-5.000014999985005587e-7
69,4.335411381606700161e2,-4.999747245861786493e-7,-6.096112431022136560e-9,1.407803390200458085e-8,-1.731963253093361136e-6,4.999747245861903000e-1,6.096112430942796957e-3,-1.407803390200465521e-2,1.731963253093361077e0,-5.000014999985005587e-7
70,4.398387544555680506e2,-4.993531394663481631e-7,-3.113238707607100136e-8,7.185079870477866838e-8,-1.729811463250896575e-6,4.993531394663595635e-1,3.113238707599083263e-2,-7.185079870477872888e-2,1.729811463250896519e0,-5.000014999985003469e-7
71,4.461187389107237777e2,-4.995608328991077471e-7,-2.564868445296324194e-8,5.920718653307354982e-8,-1.730530154404792918e-6,4.995608328991188452e-1,2.564868445288265644e-2,-5.920718653307356638e-2,1.730530154404792853e0,-5.000014999984994999e-7
72,4.523987483627348638e2,-4.997272688384163770e-7,-2.020619568235731644e-8,4.665155674794735456e-8,-1.731106295765093205e-6,4.997272688384273853e-1,2.020619568227663421e-2,-4.665155674794732588e-2,1.731106295765093339e0,-5.000014999984999234e-7
73,4.586786592085112488e2,-4.998575509583221020e-7,-1.459136817529904986e-8,3.369257245372904555e-8,-1.731557419403542679e-6,4.998575509583331189e-1,1.459136817521877044e-2,-3.369257245372903053e-2,1.731557419403542797e0,-5.000014999984999234e-7
74,4.649587069873818450e2,-4.999429186464668867e-7,-9.212462222333884944e-9,2.127408773665896287e-8,-1.731853083049447507e-6,4.999429186464778296e-1,9.212462222254143296e-3,-2.127408773665898090e-2,1.731853083049447628e0,-5.000014999985003469e-7
75,4.712476665702084233e2,-4.997520324744856464e-7,-1.926537350745247619e-8,4.448051135347326718e-8,-1.731192034952567269e-6,4.997520324744964548e-1,1.926537350737370091e-2,-4.448051135347327878e-2,1.731192034952567349e0,-5.000014999985003469e-7
76,4.775276250428549361e2,-4.998737657000485784e-7,-1.373277891034600480e-8,3.171053902228774681e-8,-1.731613573883954554e-6,4.998737657000593138e-1,1.373277891026797835e-2,-3.171053902228779253e-2,1.731613573883954649e0,-5.000014999984999234e-7
77,4.838076043033934184e2,-4.999542880197450432e-7,-8.235065414788770046e-9,1.901722814914758368e-8,-1.731892463705000735e-6,4.999542880197554995e-1,8.235065414711488854e-3,-1.901722814914766357e-2,1.731892463705001051e0,-5.000014999984997117e-7
78,4.901051760825387191e2,-4.992647763923769474e-7,-3.319154023408665658e-8,7.659637835335850924e-8,-1.729505786892720786e-6,4.992647763923869775e-1,3.319154023401047621e-2,-7.659637835335861289e-2,1.729505786892721053e0,-5.000014999985005587e-7
79,4.963852629364079121e2,-4.994809488637074998e-7,-2.788590105523682893e-8,6.436641711089367194e-8,-1.730253692685291077e-6,4.994809488637167449e-1,2.788590105516198028e-2,-6.436641711089374773e-2,1.730253692685291389e0,-5.000014999984994999e-7
80,5.026651078410201876e2,-4.996720870498018584e-7,-2.215937824505206935e-8,5.115819333261400868e-8,-1.730915255015281093e-6,4.996720870498110312e-1,2.215937824497869399e-2,-5.115819333261402424e-2,1.730915255015281540e0,-5.000014999985001352e-7
81,5.089534470021543484e2,-4.993531580652482736e-7,-3.113193930347353582e-8,7.184976662066577076e-8,-1.729811527596162259e-6,4.993531580652571522e-1,3.113193930340179758e-2,-7.184976662066581976e-2,1.729811527596162746e0,-5.000014999984997117e-7
82,5.152235656818563712e2,-4.999505645552906676e-7,-8.567451487083639135e-9,1.978473330207186658e-8,-1.731879566460032151e-6,4.999505645552990152e-1,8.567451487013797579e-3,-1.978473330207197733e-2,1.731879566460032382e0,-5.000014999984997117e-7
83,5.215118888537704152e2,-4.997948733559774535e-7,-1.751878845078772655e-8,4.044967230534375351e-8,-1.731340373049161442e-6,4.997948733559854917e-1,1.751878845071942747e-2,-4.044967230534375624e-2,1.731340373049161663e0,-5.000014999984999234e-7
